reading_id,session_date,phone_clock,graph_clock,capture_type,channel_graph_header,channel_list_label,paired_with,gear,load,thermal,coolant_c,ac,rpm_at_capture,value,value_min,value_max,span,units,reading_method,admissible,epoch,notes,source,msg,captured_at,exif_session,minutes_from_start,value_num,min_num,max_num,span_num,rpm_num,coolant_num,is_admissible,epoch_by_time,channel
PART2-0045,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,74,rpm,unknown,unknown,pre_purge_valve,A/C OFF window 2 of 5. Only the span (max-min) was quoted. The 74 rpm window contains the deep dip described below.,[116],116,2026-09-04 22:44:06,EX03,17.92,,,,74.0,,,0,pre_purge_valve,Engine RPM
PART2-0046,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,38,rpm,unknown,unknown,pre_purge_valve,A/C OFF window 3 of 5. Only the span (max-min) was quoted. The 74 rpm window contains the deep dip described below.,[116],116,2026-09-04 22:44:06,EX03,17.92,,,,38.0,,,0,pre_purge_valve,Engine RPM
PART2-0047,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,30,rpm,unknown,unknown,pre_purge_valve,A/C OFF window 4 of 5. Only the span (max-min) was quoted. The 74 rpm window contains the deep dip described below.,[116],116,2026-09-04 22:44:06,EX03,17.92,,,,30.0,,,0,pre_purge_valve,Engine RPM
PART2-0048,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,53,rpm,unknown,unknown,pre_purge_valve,A/C OFF window 5 of 5. Only the span (max-min) was quoted. The 74 rpm window contains the deep dip described below.,[116],116,2026-09-04 22:44:06,EX03,17.92,,,,53.0,,,0,pre_purge_valve,Engine RPM
PART2-0049,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,606,680,unknown,rpm,curve_read,yes,pre_purge_valve,"Real event in the second A/C-OFF trace: rpm dips to ~606-612, holds briefly, then recovers with an overshoot to 680. Has width, so not a dropped frame. One occurrence across five windows. Assistant's candidate cause: cooling fan engaging.",[116],116,2026-09-04 22:44:06,EX03,17.92,,606.0,680.0,,,,1,pre_purge_valve,Engine RPM
PART2-0050,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,650,unknown,unknown,30-40,rpm,curve_read,yes,pre_purge_valve,Assistant's summary: bare idle sits in a 30-40 rpm band around 650.,[116],116,2026-09-04 22:44:06,EX03,17.92,650.0,,,,,,1,pre_purge_valve,Engine RPM
PART2-0051,2026-09-04,unknown,unknown,calculation,n/a,Idle hunt period,unknown,unknown,idle,warm,unknown,off,unknown,2.5-4,unknown,unknown,unknown,s,curve_read,yes,pre_purge_valve,Counting 4-6 peaks per ~15 s screen. Owner independently confirms the tachometer needle visibly breathes.,[117],117,,,,,,,,,,1,unknown,n/a
PART2-0052,2026-09-04,unknown,unknown,value_read,n/a,App clock vs phone clock,unknown,n/a,n/a,n/a,unknown,unknown,unknown,22:31 vs 10:31,unknown,unknown,unknown,clock,value_read,yes,pre_purge_valve,"Assistant noted the app clock read 22:31 while the phone read 10:31 - the same instant in 24 h and 12 h format, which is why the axis width could not be resolved from the screenshots alone.",[116],116,2026-09-04 22:44:06,EX03,17.92,,,,,,,1,pre_purge_valve,n/a
PART2-0053,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,unknown,653,653,unknown,unknown,40,rpm,curve_read,yes,pre_purge_valve,"Baseline across the eight Set A captures: average 653, oscillating 40 rpm at a 3.5-4 s period. Gridlines 5 s per owner.; A/C state not confirmed by owner; requested but never stated",[126],126,2026-09-04 23:02:45,EX04,36.57,653.0,,,40.0,653.0,,1,pre_purge_valve,Engine RPM
PART2-0054,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,unknown,653,unknown,-1.56,1.56,3.12,%,curve_read,yes,pre_purge_valve,"Quantised in 0.78 % steps (one LSB); never leaves the -1.56 to +1.56 band. Assistant initially read this as proof fuel control was eliminated - that conclusion was withdrawn at [157] because STFT is the correction, not the mixture.; A/C state not confirmed by owner; requested but never stated",[126],126,2026-09-04 23:02:45,EX04,36.57,,-1.56,1.56,3.12,653.0,,1,pre_purge_valve,Short term fuel % trim - Bank 1
PART2-0055,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,unknown,unknown,-0.92,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 1 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].; A/C state not confirmed by owner; requested but never stated",[126],126,2026-09-04 23:02:45,EX04,36.57,-0.92,,,,,,0,pre_purge_valve,Short term fuel % trim - Bank 1
PART2-0056,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,unknown,unknown,-0.44,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 2 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].; A/C state not confirmed by owner; requested but never stated",[126],126,2026-09-04 23:02:45,EX04,36.57,-0.44,,,,,,0,pre_purge_valve,Short term fuel % trim - Bank 1
PART2-0057,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0058;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,unknown,unknown,-0.17,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 3 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].; A/C state not confirmed by owner; requested but never stated",[126],126,2026-09-04 23:02:45,EX04,36.57,-0.17,,,,,,0,pre_purge_valve,Short term fuel % trim - Bank 1
PART2-0058,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,unknown,unknown,-0.39,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 4 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].; A/C state not confirmed by owner; requested but never stated",[126],126,2026-09-04 23:02:45,EX04,36.57,-0.39,,,,,,0,pre_purge_valve,Short term fuel % trim - Bank 1
PART2-0059,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,unknown,unknown,-0.34,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 5 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].; A/C state not confirmed by owner; requested but never stated",[126],126,2026-09-04 23:02:45,EX04,36.57,-0.34,,,,,,0,pre_purge_valve,Short term fuel % trim - Bank 1
PART2-0060,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0061;PART2-0062,unknown,idle,warm,unknown,unknown,unknown,-0.25,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 6 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].; A/C state not confirmed by owner; requested but never stated",[126],126,2026-09-04 23:02:45,EX04,36.57,-0.25,,,,,,0,pre_purge_valve,Short term fuel % trim - Bank 1
PART2-0061,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0062,unknown,idle,warm,unknown,unknown,unknown,-0.61,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 7 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].; A/C state not confirmed by owner; requested but never stated",[126],126,2026-09-04 23:02:45,EX04,36.57,-0.61,,,,,,0,pre_purge_valve,Short term fuel % trim - Bank 1
PART2-0062,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0061,unknown,idle,warm,unknown,unknown,unknown,-0.47,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 8 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].; A/C state not confirmed by owner; requested but never stated",[126],126,2026-09-04 23:02:45,EX04,36.57,-0.47,,,,,,0,pre_purge_valve,Short term fuel % trim - Bank 1
PART2-0063,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0064;PART2-0065;PART2-0066;PART2-0067;PART2-0068;PART2-0069,unknown,idle,warm,unknown,unknown,unknown,40.78,40.00,40.78,0.78,%,curve_read,yes,pre_purge_valve,"Flat, stepping down one LSB at a time over about two minutes: 40.78 -> 40.39 -> 40.30 -> 40.00. Steps 0.39 % apart (255-step PID). A slow drift, not a cycle.; A/C state not confirmed by owner; requested but never stated",[128],128,2026-09-04 23:09:21,EX05,43.17,40.78,40.0,40.78,0.78,,,1,pre_purge_valve,Commanded evaporative purge
PART2-0064,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART2-0063;PART2-0065;PART2-0066;PART2-0067;PART2-0068;PART2-0069,unknown,idle,warm,unknown,unknown,unknown,650,unknown,unknown,24-34,rpm,curve_read,yes,pre_purge_valve,"Band 24-34 rpm, i.e. +/-12-17 rpm around 650, on a ~3 s rhythm. Tighter than the ~40 rpm measured in Set A. Assistant flagged this as sitting right on the tool's own 30 rpm p2p hunt threshold.; A/C state not confirmed by owner; requested but never stated",[128],128,2026-09-04 23:09:21,EX05,43.17,650.0,,,,,,1,pre_purge_valve,Engine RPM
PART2-0065,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0063;PART2-0064;PART2-0066;PART2-0067;PART2-0068;PART2-0069,unknown,idle,warm,unknown,unknown,unknown,40.78,40.78,40.78,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Min/Avg/Max readout under purge graph 1 of 5 quoted. Session-cumulative - inadmissible. Max is 40.78 on all eight purge graphs, so the owner's suspected jump to 47 does not exist.; A/C state not confirmed by owner; requested but never stated",[131],131,,,,40.78,40.78,40.78,,,,0,unknown,Commanded evaporative purge
PART2-0066,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0063;PART2-0064;PART2-0065;PART2-0067;PART2-0068;PART2-0069,unknown,idle,warm,unknown,unknown,unknown,40.78,40.39,40.78,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Min/Avg/Max readout under purge graph 2 of 5 quoted. Session-cumulative - inadmissible. Max is 40.78 on all eight purge graphs, so the owner's suspected jump to 47 does not exist.; A/C state not confirmed by owner; requested but never stated",[131],131,,,,40.78,40.39,40.78,,,,0,unknown,Commanded evaporative purge
PART2-0067,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0063;PART2-0064;PART2-0065;PART2-0066;PART2-0068;PART2-0069,unknown,idle,warm,unknown,unknown,unknown,40.56,40.39,40.78,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Min/Avg/Max readout under purge graph 3 of 5 quoted. Session-cumulative - inadmissible. Max is 40.78 on all eight purge graphs, so the owner's suspected jump to 47 does not exist.; A/C state not confirmed by owner; requested but never stated",[131],131,,,,40.56,40.39,40.78,,,,0,unknown,Commanded evaporative purge
PART2-0068,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0063;PART2-0064;PART2-0065;PART2-0066;PART2-0067;PART2-0069,unknown,idle,warm,unknown,unknown,unknown,40.30,40.00,40.78,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Min/Avg/Max readout under purge graph 4 of 5 quoted. Session-cumulative - inadmissible. Max is 40.78 on all eight purge graphs, so the owner's suspected jump to 47 does not exist.; A/C state not confirmed by owner; requested but never stated",[131],131,,,,40.3,40.0,40.78,,,,0,unknown,Commanded evaporative purge
PART2-0069,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0063;PART2-0064;PART2-0065;PART2-0066;PART2-0067;PART2-0068,unknown,idle,warm,unknown,unknown,unknown,40.00,40.00,40.00,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Min/Avg/Max readout under purge graph 5 of 5 quoted. Session-cumulative - inadmissible. Max is 40.78 on all eight purge graphs, so the owner's suspected jump to 47 does not exist.; A/C state not confirmed by owner; requested but never stated",[131],131,,,,40.0,40.0,40.0,,,,0,unknown,Commanded evaporative purge
PART2-0070,2026-09-04,unknown,45:35,graph_paired,Commanded evaporative purge,Commanded evaporative purge,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,"Graph-clock label read off the time axis, recorded because the owner mistook axis labels 47:15/47:20/47:25 for a purge value of 47 %.; A/C state not confirmed by owner; requested but never stated",[131],131,,,,,,,,,,1,unknown,Commanded evaporative purge
PART2-0071,2026-09-04,unknown,46:20,graph_paired,Commanded evaporative purge,Commanded evaporative purge,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,Graph-clock label.; A/C state not confirmed by owner; requested but never stated,[131],131,,,,,,,,,,1,unknown,Commanded evaporative purge
PART2-0072,2026-09-04,unknown,47:15-47:25,graph_paired,Commanded evaporative purge,Commanded evaporative purge,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,"Graph-clock labels 47:15 / 47:20 / 47:25 - the mm:ss time axis, not purge percentages.; A/C state not confirmed by owner; requested but never stated",[131],131,,,,,,,,,,1,unknown,Commanded evaporative purge
PART2-0073,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,40.40,40.78,0.38,%,curve_read,yes,pre_purge_valve,"Y-AXIS RANGE of the purge graph in the [132] screenshots: top 40.78, bottom 40.40. Full-height spikes are the value flicking between the adjacent codes 40.39 and 40.78 - rounding noise on a flat signal, not a 47 % jump.; A/C state not confirmed by owner; requested but never stated",[133],133,2026-09-04 23:10:20,EX05,44.15,,40.4,40.78,0.38,,,1,pre_purge_valve,Commanded evaporative purge
PART2-0074,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,618,703,85,rpm,curve_read,yes,pre_purge_valve,"Y-AXIS RANGE of the rpm graph in the same screenshots: 618 to 703. The trace genuinely fills about a third of it, so the rpm oscillation is real where the purge flicker is not.; A/C state not confirmed by owner; requested but never stated",[133],133,2026-09-04 23:10:20,EX05,44.15,,618.0,703.0,85.0,,,1,pre_purge_valve,Engine RPM
PART2-0075,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,unknown,unknown,652.75,617,703,86,rpm,app_minmaxavg,no,pre_purge_valve,App Min/Avg/Max fields. Assistant's own proof that they are session-cumulative: Min 617 / Max 703 identical on every screenshot while Avg only creeps 652.75 -> 652.66. Owner's instruction at [135]: never rely on these.; A/C state not confirmed by owner; requested but never stated,[136],136,,,,652.75,617.0,703.0,86.0,,,0,unknown,Engine RPM
PART2-0076,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,unknown,unknown,652.66,617,703,86,rpm,app_minmaxavg,no,pre_purge_valve,Second Avg value quoted from the same session-cumulative field.; A/C state not confirmed by owner; requested but never stated,[136],136,,,,652.66,617.0,703.0,86.0,,,0,unknown,Engine RPM
PART2-0077,2026-09-04,unknown,unknown,calculation,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,unknown,unknown,8-12,rpm,curve_read,yes,pre_purge_valve,"Fast ripple component identified in the waveform: period roughly 1-1.5 s, amplitude 8-12 rpm, continuous through every window.; A/C state not confirmed by owner; requested but never stated",[136],136,,,,,,,,,,1,unknown,Engine RPM
PART2-0078,2026-09-04,unknown,unknown,calculation,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,unknown,unknown,20-25,rpm,curve_read,yes,pre_purge_valve,"Slower envelope the fast ripple rides on: period roughly 4-6 s, amplitude 20-25 rpm. Shape asymmetric - ragged stepped rises, steeper cleaner falls.; A/C state not confirmed by owner; requested but never stated",[136],136,,,,,,,,,,1,unknown,Engine RPM
PART2-0079,2026-09-04,unknown,unknown,calculation,n/a,Adapter sample rate,unknown,n/a,n/a,n/a,unknown,unknown,unknown,5-8,unknown,unknown,unknown,samples/s,curve_read,yes,pre_purge_valve,Estimated from ping 55-92 ms with two PIDs on the bus. Resolves the 1-1.5 s ripple; anything faster than ~0.3 s is invisible.,[136],136,,,,,,,,,,1,unknown,n/a
PART2-0080,2026-09-04,unknown,54:47-55:02,graph_paired,Throttle Position Actually,Throttle Position Actually,PART2-0081,unknown,idle,warm,unknown,unknown,unknown,7.15,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,"Dead flat, min = max, on a WIDE axis 6.20-8.15 deg (no zoom artifact). Window 1 of 4 convincing windows out of 10 screenshots.; A/C state not confirmed by owner; requested but never stated",[138],138,2026-09-04 23:17:31,EX06,51.33,7.15,,,,,,1,pre_purge_valve,Throttle Position Actually
PART2-0081,2026-09-04,unknown,54:47-55:02,graph_paired,Engine RPM,Engine RPM,PART2-0080,unknown,idle,warm,unknown,unknown,unknown,unknown,638,668,30,rpm,curve_read,yes,pre_purge_valve,Same window as the flat throttle trace. Engine speed swings while the plate holds still to hundredths of a degree.; A/C state not confirmed by owner; requested but never stated,[138],138,2026-09-04 23:17:31,EX06,51.33,,638.0,668.0,30.0,,,1,pre_purge_valve,Engine RPM
PART2-0082,2026-09-04,unknown,54:26-54:41,graph_paired,Throttle Position Actually,Throttle Position Actually,PART2-0083,unknown,idle,warm,unknown,unknown,unknown,7.18,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,"Dead flat, min = max, on a WIDE axis 6.20-8.18 deg (no zoom artifact). Window 2 of 4 convincing windows out of 10 screenshots.; A/C state not confirmed by owner; requested but never stated",[138],138,2026-09-04 23:17:31,EX06,51.33,7.18,,,,,,1,pre_purge_valve,Throttle Position Actually
PART2-0083,2026-09-04,unknown,54:26-54:41,graph_paired,Engine RPM,Engine RPM,PART2-0082,unknown,idle,warm,unknown,unknown,unknown,unknown,635,675,40,rpm,curve_read,yes,pre_purge_valve,Same window as the flat throttle trace. Engine speed swings while the plate holds still to hundredths of a degree.; A/C state not confirmed by owner; requested but never stated,[138],138,2026-09-04 23:17:31,EX06,51.33,,635.0,675.0,40.0,,,1,pre_purge_valve,Engine RPM
PART2-0084,2026-09-04,unknown,54:17-54:32,graph_paired,Throttle Position Actually,Throttle Position Actually,PART2-0085,unknown,idle,warm,unknown,unknown,unknown,7.18,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,"Dead flat, min = max, on a WIDE axis 6.20-8.18 deg (no zoom artifact). Window 3 of 4 convincing windows out of 10 screenshots.; A/C state not confirmed by owner; requested but never stated",[138],138,2026-09-04 23:17:31,EX06,51.33,7.18,,,,,,1,pre_purge_valve,Throttle Position Actually
PART2-0085,2026-09-04,unknown,54:17-54:32,graph_paired,Engine RPM,Engine RPM,PART2-0084,unknown,idle,warm,unknown,unknown,unknown,unknown,635,675,40,rpm,curve_read,yes,pre_purge_valve,Same window as the flat throttle trace. Engine speed swings while the plate holds still to hundredths of a degree.; A/C state not confirmed by owner; requested but never stated,[138],138,2026-09-04 23:17:31,EX06,51.33,,635.0,675.0,40.0,,,1,pre_purge_valve,Engine RPM
PART2-0086,2026-09-04,unknown,53:43-53:58,graph_paired,Throttle Position Actually,Throttle Position Actually,PART2-0087,unknown,idle,warm,unknown,unknown,unknown,7.24,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,"Dead flat, min = max, on a WIDE axis 6.25-8.24 deg (no zoom artifact). Window 4 of 4 convincing windows out of 10 screenshots.; A/C state not confirmed by owner; requested but never stated",[138],138,2026-09-04 23:17:31,EX06,51.33,7.24,,,,,,1,pre_purge_valve,Throttle Position Actually
PART2-0087,2026-09-04,unknown,53:43-53:58,graph_paired,Engine RPM,Engine RPM,PART2-0086,unknown,idle,warm,unknown,unknown,unknown,unknown,634,670,36,rpm,curve_read,yes,pre_purge_valve,Same window as the flat throttle trace. Engine speed swings while the plate holds still to hundredths of a degree.; A/C state not confirmed by owner; requested but never stated,[138],138,2026-09-04 23:17:31,EX06,51.33,,634.0,670.0,36.0,,,1,pre_purge_valve,Engine RPM
PART2-0088,2026-09-04,unknown,unknown,graph_paired,Throttle Position Actually,Throttle Position Actually,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,7.56,7.67,0.11,deg,curve_read,yes,pre_purge_valve,"The windows that LOOK like throttle movement: 7.67 -> 7.65 -> 7.59 -> 7.56 on axes spanning only 0.1-0.2 deg. Monotonic step-down drift in one direction, never an oscillation - the same auto-scale trap as the purge graph.; A/C state not confirmed by owner; requested but never stated",[138],138,2026-09-04 23:17:31,EX06,51.33,,7.56,7.67,0.11,,,1,pre_purge_valve,Throttle Position Actually
PART2-0089,2026-09-04,unknown,55:14,graph_paired,Throttle Position Actually,Throttle Position Actually,PART2-0090,unknown,idle,warm,unknown,unknown,unknown,22.68,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,Deliberate throttle blip by the owner.; A/C state not confirmed by owner; requested but never stated,[138],138,2026-09-04 23:17:31,EX06,51.33,22.68,,,,,,1,pre_purge_valve,Throttle Position Actually
PART2-0090,2026-09-04,unknown,55:14,graph_paired,Engine RPM,Engine RPM,PART2-0089,unknown,idle,warm,unknown,unknown,unknown,705,630,705,75,rpm,curve_read,yes,pre_purge_valve,"Response to the blip: rpm to 705, then undershoot to 630 before settling. Governor slightly underdamped but catches and settles cleanly.; A/C state not confirmed by owner; requested but never stated",[138],138,2026-09-04 23:17:31,EX06,51.33,705.0,630.0,705.0,75.0,,,1,pre_purge_valve,Engine RPM
PART2-0091,2026-09-04,unknown,unknown,graph_paired,Timing advance,Timing advance,unknown,unknown,idle,warm,unknown,unknown,unknown,unknown,10,13.5,3.5,deg,curve_read,yes,pre_purge_valve,"Oscillates continuously in rhythm with rpm. Axis spans 9.5-13.5 in most of the 7 windows - a real 3-4 degree range, not a zoom artifact.; A/C state not confirmed by owner; requested but never stated",[140],140,2026-09-04 23:22:16,EX06,56.08,,10.0,13.5,3.5,,,1,pre_purge_valve,Timing advance
PART2-0092,2026-09-04,unknown,59:49,graph_paired,Timing advance,Timing advance,PART2-0093,unknown,idle,warm,unknown,unknown,unknown,6,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,Transient: with rpm surging to 723 the PCM slammed timing down to 6 deg.; A/C state not confirmed by owner; requested but never stated,[140],140,2026-09-04 23:22:16,EX06,56.08,6.0,,,,,,1,pre_purge_valve,Timing advance
PART2-0093,2026-09-04,unknown,59:49,graph_paired,Engine RPM,Engine RPM,PART2-0092,unknown,idle,warm,unknown,unknown,unknown,723,unknown,unknown,unknown,rpm,curve_read,yes,pre_purge_valve,Surge during the same transient.; A/C state not confirmed by owner; requested but never stated,[140],140,2026-09-04 23:22:16,EX06,56.08,723.0,,,,,,1,pre_purge_valve,Engine RPM
PART2-0094,2026-09-04,unknown,59:49,graph_paired,Timing advance,Timing advance,PART2-0095,unknown,idle,warm,unknown,unknown,unknown,15,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,"Second half of the transient: rpm fell to 614 and timing jumped to 15 deg. Textbook governor action - retard to kill torque, advance to add it.; A/C state not confirmed by owner; requested but never stated",[140],140,2026-09-04 23:22:16,EX06,56.08,15.0,,,,,,1,pre_purge_valve,Timing advance
PART2-0095,2026-09-04,unknown,59:49,graph_paired,Engine RPM,Engine RPM,PART2-0094,unknown,idle,warm,unknown,unknown,unknown,614,unknown,unknown,unknown,rpm,curve_read,yes,pre_purge_valve,Fall during the same transient.; A/C state not confirmed by owner; requested but never stated,[140],140,2026-09-04 23:22:16,EX06,56.08,614.0,,,,,,1,pre_purge_valve,Engine RPM
PART2-0096,2026-09-04,unknown,unknown,calculation,n/a,Frequency - Firing events,unknown,unknown,idle,warm,unknown,unknown,650,33,unknown,unknown,unknown,Hz,curve_read,yes,pre_purge_valve,"Arithmetic at 650 rpm, used by the assistant to argue nothing rotating moves at 0.28 Hz. That argument was later narrowed at [143] - it holds for rotating parts but not for actuated or fluttering components.; A/C state not confirmed by owner; requested but never stated",[140];[143],140,2026-09-04 23:22:16,EX06,56.08,33.0,,,,650.0,,1,pre_purge_valve,n/a
PART2-0097,2026-09-04,unknown,unknown,calculation,n/a,Frequency - Crankshaft rotation,unknown,unknown,idle,warm,unknown,unknown,650,11,unknown,unknown,unknown,Hz,curve_read,yes,pre_purge_valve,"Arithmetic at 650 rpm, used by the assistant to argue nothing rotating moves at 0.28 Hz. That argument was later narrowed at [143] - it holds for rotating parts but not for actuated or fluttering components.; A/C state not confirmed by owner; requested but never stated",[140];[143],140,2026-09-04 23:22:16,EX06,56.08,11.0,,,,650.0,,1,pre_purge_valve,n/a
PART2-0098,2026-09-04,unknown,unknown,calculation,n/a,Frequency - Camshaft rotation,unknown,unknown,idle,warm,unknown,unknown,650,5.5,unknown,unknown,unknown,Hz,curve_read,yes,pre_purge_valve,"Arithmetic at 650 rpm, used by the assistant to argue nothing rotating moves at 0.28 Hz. That argument was later narrowed at [143] - it holds for rotating parts but not for actuated or fluttering components.; A/C state not confirmed by owner; requested but never stated",[140];[143],140,2026-09-04 23:22:16,EX06,56.08,5.5,,,,650.0,,1,pre_purge_valve,n/a
