reading_id,session_date,phone_clock,graph_clock,capture_type,channel_graph_header,channel_list_label,paired_with,gear,load,thermal,coolant_c,ac,rpm_at_capture,value,value_min,value_max,span,units,reading_method,admissible,epoch,notes,source
PART2-0083,2026-09-04,unknown,54:26-54:41,graph_paired,Engine RPM,Engine RPM,PART2-0082,unknown,idle,warm,unknown,off,unknown,unknown,635,675,40,rpm,curve_read,yes,pre_purge_valve,Same window as the flat throttle trace. Engine speed swings while the plate holds still to hundredths of a degree.,[138]
PART2-0084,2026-09-04,unknown,54:17-54:32,graph_paired,Throttle Position Actually,Throttle Position Actually,PART2-0085,unknown,idle,warm,unknown,off,unknown,7.18,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,"Dead flat, min = max, on a WIDE axis 6.20-8.18 deg (no zoom artifact). Window 3 of 4 convincing windows out of 10 screenshots.",[138]
PART2-0085,2026-09-04,unknown,54:17-54:32,graph_paired,Engine RPM,Engine RPM,PART2-0084,unknown,idle,warm,unknown,off,unknown,unknown,635,675,40,rpm,curve_read,yes,pre_purge_valve,Same window as the flat throttle trace. Engine speed swings while the plate holds still to hundredths of a degree.,[138]
PART2-0086,2026-09-04,unknown,53:43-53:58,graph_paired,Throttle Position Actually,Throttle Position Actually,PART2-0087,unknown,idle,warm,unknown,off,unknown,7.24,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,"Dead flat, min = max, on a WIDE axis 6.25-8.24 deg (no zoom artifact). Window 4 of 4 convincing windows out of 10 screenshots.",[138]
PART2-0087,2026-09-04,unknown,53:43-53:58,graph_paired,Engine RPM,Engine RPM,PART2-0086,unknown,idle,warm,unknown,off,unknown,unknown,634,670,36,rpm,curve_read,yes,pre_purge_valve,Same window as the flat throttle trace. Engine speed swings while the plate holds still to hundredths of a degree.,[138]
PART2-0088,2026-09-04,unknown,unknown,graph_paired,Throttle Position Actually,Throttle Position Actually,unknown,unknown,idle,warm,unknown,off,unknown,unknown,7.56,7.67,0.11,deg,curve_read,yes,pre_purge_valve,"The windows that LOOK like throttle movement: 7.67 -> 7.65 -> 7.59 -> 7.56 on axes spanning only 0.1-0.2 deg. Monotonic step-down drift in one direction, never an oscillation - the same auto-scale trap as the purge graph.",[138]
PART2-0089,2026-09-04,unknown,55:14,graph_paired,Throttle Position Actually,Throttle Position Actually,PART2-0090,unknown,idle,warm,unknown,off,unknown,22.68,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,Deliberate throttle blip by the owner.,[138]
PART2-0090,2026-09-04,unknown,55:14,graph_paired,Engine RPM,Engine RPM,PART2-0089,unknown,idle,warm,unknown,off,unknown,705,630,705,75,rpm,curve_read,yes,pre_purge_valve,"Response to the blip: rpm to 705, then undershoot to 630 before settling. Governor slightly underdamped but catches and settles cleanly.",[138]
PART2-0091,2026-09-04,unknown,unknown,graph_paired,Timing advance,Timing advance,unknown,unknown,idle,warm,unknown,off,unknown,unknown,10,13.5,3.5,deg,curve_read,yes,pre_purge_valve,"Oscillates continuously in rhythm with rpm. Axis spans 9.5-13.5 in most of the 7 windows - a real 3-4 degree range, not a zoom artifact.",[140]
PART2-0092,2026-09-04,unknown,59:49,graph_paired,Timing advance,Timing advance,PART2-0093,unknown,idle,warm,unknown,off,unknown,6,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,Transient: with rpm surging to 723 the PCM slammed timing down to 6 deg.,[140]
PART2-0093,2026-09-04,unknown,59:49,graph_paired,Engine RPM,Engine RPM,PART2-0092,unknown,idle,warm,unknown,off,unknown,723,unknown,unknown,unknown,rpm,curve_read,yes,pre_purge_valve,Surge during the same transient.,[140]
PART2-0094,2026-09-04,unknown,59:49,graph_paired,Timing advance,Timing advance,PART2-0095,unknown,idle,warm,unknown,off,unknown,15,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,"Second half of the transient: rpm fell to 614 and timing jumped to 15 deg. Textbook governor action - retard to kill torque, advance to add it.",[140]
PART2-0095,2026-09-04,unknown,59:49,graph_paired,Engine RPM,Engine RPM,PART2-0094,unknown,idle,warm,unknown,off,unknown,614,unknown,unknown,unknown,rpm,curve_read,yes,pre_purge_valve,Fall during the same transient.,[140]
PART2-0096,2026-09-04,unknown,unknown,calculation,n/a,Frequency - Firing events,unknown,unknown,idle,warm,unknown,off,650,33,unknown,unknown,unknown,Hz,curve_read,yes,pre_purge_valve,"Arithmetic at 650 rpm, used by the assistant to argue nothing rotating moves at 0.28 Hz. That argument was later narrowed at [143] - it holds for rotating parts but not for actuated or fluttering components.",[140];[143]
PART2-0097,2026-09-04,unknown,unknown,calculation,n/a,Frequency - Crankshaft rotation,unknown,unknown,idle,warm,unknown,off,650,11,unknown,unknown,unknown,Hz,curve_read,yes,pre_purge_valve,"Arithmetic at 650 rpm, used by the assistant to argue nothing rotating moves at 0.28 Hz. That argument was later narrowed at [143] - it holds for rotating parts but not for actuated or fluttering components.",[140];[143]
PART2-0098,2026-09-04,unknown,unknown,calculation,n/a,Frequency - Camshaft rotation,unknown,unknown,idle,warm,unknown,off,650,5.5,unknown,unknown,unknown,Hz,curve_read,yes,pre_purge_valve,"Arithmetic at 650 rpm, used by the assistant to argue nothing rotating moves at 0.28 Hz. That argument was later narrowed at [143] - it holds for rotating parts but not for actuated or fluttering components.",[140];[143]
PART2-0099,2026-09-04,unknown,unknown,calculation,n/a,Frequency - Observed idle oscillation,unknown,unknown,idle,warm,unknown,off,650,0.28,unknown,unknown,unknown,Hz,curve_read,yes,pre_purge_valve,"Arithmetic at 650 rpm, used by the assistant to argue nothing rotating moves at 0.28 Hz. That argument was later narrowed at [143] - it holds for rotating parts but not for actuated or fluttering components.",[140];[143]
PART2-0100,2026-09-04,unknown,unknown,graph_paired,Variable camshaft actual advance #1,Variable camshaft actual advance #1,unknown,unknown,idle,warm,unknown,off,unknown,unknown,-0.06,0.00,0.06,deg,curve_read,yes,pre_purge_valve,"Axis spans six hundredths of a degree; the two values are adjacent quantisation steps, and the dense vertical lines are the same auto-scale artifact as the purge graph. Phaser parked. Intake bank 1 only - one of four phasers.",[145]
PART2-0101,2026-09-04,unknown,unknown,graph_paired,MAF air flow rate,MAF air flow rate,PART2-0102,unknown,idle,warm,unknown,off,unknown,3.01,2.97,3.08,0.05,g/s,curve_read,yes,pre_purge_valve,"Axis range 2.97-3.08. MAF varies about 0.05 g/s, roughly 1.7 %, essentially flat. Assistant flagged 3.0 g/s at 650 rpm as low-side of expectation (guessed 5-6) and queued a MAF linearity check at 1300-1500 rpm.",[151]
PART2-0102,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART2-0101,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,5.4,% of rpm,curve_read,yes,pre_purge_valve,RPM swings 5.4 % in the same windows while MAF varies 1.7 %.,[151]
PART2-0103,2026-09-04,unknown,unknown,graph_paired,Commanded throttle actuator,Commanded throttle actuator,PART2-0104;PART2-0105,unknown,idle,warm,unknown,off,unknown,1.57,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,"Flat, min = max, on a wide axis 0.6-2.57 %.",[153]
PART2-0104,2026-09-04,unknown,unknown,graph_paired,Commanded throttle actuator,Commanded throttle actuator,PART2-0103;PART2-0105,unknown,idle,warm,unknown,off,unknown,1.18,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,"Later in the same set the command steps once to 1.18 % and holds, min = max again. 1.57 and 1.18 are exactly one LSB apart (0.392 % resolution) - a single slow drift step, not oscillation. Mirrors the actual throttle drift 7.24 -> 7.15 deg.",[153]
PART2-0105,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART2-0103;PART2-0104,unknown,idle,warm,unknown,off,unknown,unknown,623,674,51,rpm,curve_read,yes,pre_purge_valve,"Assistant called this the clearest rpm trace yet: very regular oscillation, period about 3.5-4 s.",[153]
PART2-0106,2026-09-04,unknown,unknown,graph_paired,Calculated engine load value,Calculated engine load value,unknown,unknown,idle,warm,unknown,off,unknown,28,unknown,unknown,1,%,curve_read,yes,pre_purge_valve,"Oscillates with rpm at the same ~3.5 s period, amplitude about 1 percentage point on ~28 %, toggling across 2-3 LSBs (0.39 % steps). Not an independent witness - calculated load is PCM arithmetic on MAF, rpm, baro and IAT, so with MAF constant and rpm swinging it must swing.",[155]
PART2-0107,2026-09-04,unknown,unknown,graph_paired,Lambda,Lambda,PART2-0108,unknown,idle,warm,unknown,off,unknown,unknown,0.98,1.02,0.04,lambda,curve_read,yes,pre_purge_valve,"Clean smooth large sine waves filling the axis - not rounding steps. A +/-2 % mixture swing at a ~3.4 s period, the same period as the rpm. Overturned the earlier 'fuel control eliminated' claim.",[157]
PART2-0108,2026-09-04,unknown,unknown,graph_paired,Air:fuel ratio,Air:fuel ratio,PART2-0107,unknown,idle,warm,unknown,off,unknown,unknown,14.37,14.97,0.60,AFR,curve_read,yes,pre_purge_valve,Same swing expressed as AFR. 11 screenshots covering both lambda and air:fuel.,[157]
PART2-0109,2026-09-04,unknown,unknown,graph_paired,ECU voltage,ECU voltage,unknown,unknown,idle,warm,unknown,off,unknown,12.62,12.39,12.82,0.43,V,unknown,unknown,pre_purge_valve,"Assistant quoted 'Min 12.39, max 12.82, average 12.62-12.67 across all four captures' - source field vs curve not stated. Engine running. Contrasts with 13.76/14.0/13.8 V earlier in the same session. Trace swings 0.43 V p2p with rapid irregular spikes, about 3.4 % of 12.6 V.",[161]
PART2-0110,2026-09-04,unknown,unknown,graph_paired,ECU voltage,ECU voltage,unknown,unknown,idle,warm,unknown,off,unknown,12.67,unknown,unknown,unknown,V,unknown,unknown,pre_purge_valve,Upper end of the quoted average range across the captures.,[161]
PART2-0111,2026-09-04,unknown,unknown,graph_paired,Fuel/Air com. ratio,Fuel/Air commanded equivalence ratio,unknown,unknown,idle,warm,unknown,off,unknown,unknown,14.41,14.86,0.45,AFR,curve_read,yes,pre_purge_valve,"A clean square wave toggling between exactly two values, nothing in between, period roughly 3.5-4 s. The PCM is COMMANDING the mixture swing; measured lambda/AFR is that square wave filtered by exhaust mixing and sensor response. Assistant identified it as deliberate catalyst dither, but unusually slow (0.28 Hz vs a typical 1-2 Hz).",[163]
PART2-0112,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B1),Oxygen sensor 2 Bank 1 Voltage,unknown,unknown,idle,warm,unknown,off,unknown,0.58,0.17,0.82,0.65,V,curve_read,yes,pre_purge_valve,"Downstream bank 1 swinging full range in clean sweeps at the same 3.5-4 s period, average 0.58-0.63. Sensor itself clearly not lazy - full transitions in under a second. 6 screenshots.",[165]
PART2-0113,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B1),Oxygen sensor 2 Bank 1 Voltage,unknown,unknown,idle,warm,unknown,off,unknown,0.63,unknown,unknown,unknown,V,curve_read,yes,pre_purge_valve,Upper end of the quoted average range.,[165]
PART2-0114,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B1),Oxygen sensor 2 Bank 1 Voltage,unknown,unknown,idle,warm,unknown,off,unknown,0.60,0.18,unknown,unknown,V,curve_read,yes,pre_purge_valve,"Restated in the bank-comparison table at [171]: avg 0.60, min 0.18.",[171]
PART2-0115,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B1),Oxygen sensor 2 Bank 1 Voltage,unknown,unknown,idle,warm,unknown,off,unknown,unknown,0.17,0.82,unknown,V,curve_read,yes,pre_purge_valve,"Restated at [167] as typical minimum 0.17-0.22 and maximum 0.80-0.82, shape symmetric full swing.",[167]
PART2-0116,2026-09-04,unknown,unknown,value_read,unknown,Catalyst temperature,unknown,unknown,idle,warm,unknown,off,unknown,458,unknown,unknown,unknown,degC,value_read,yes,pre_purge_valve,"Quoted at [165] alongside the note that the truck had been idling nearly an hour, which cools a catalyst and reduces its oxygen storage.",[165]
PART2-0117,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B2),Oxygen sensor 2 Bank 2 Voltage,unknown,unknown,idle,warm,unknown,off,unknown,0.70,0.30,0.83,0.53,V,curve_read,yes,pre_purge_valve,"Downstream bank 2: average 0.70-0.72, typical minimum 0.30-0.39, maximum 0.80-0.83. Shape biased high with shallower dips - spends most of its time at 0.78-0.80. 4 screenshots.",[167]
PART2-0118,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B2),Oxygen sensor 2 Bank 2 Voltage,unknown,unknown,idle,warm,unknown,off,unknown,0.72,unknown,unknown,unknown,V,curve_read,yes,pre_purge_valve,Upper end of the quoted average range.,[167]
PART2-0119,2026-09-04,unknown,unknown,graph_paired,O2S2 volt. (B2),Oxygen sensor 2 Bank 2 Voltage,unknown,unknown,idle,warm,unknown,off,unknown,0.71,0.35,unknown,unknown,V,curve_read,yes,pre_purge_valve,"Restated in the bank-comparison table at [171]: avg 0.71, min 0.35.",[171]
PART2-0120,2026-09-04,unknown,unknown,graph_paired,O2S1 air:fuel,Oxygen sensor 1 Wide Range Equivalence ratio,unknown,unknown,idle,warm,unknown,off,unknown,unknown,14.41,15.05,0.64,AFR,curve_read,yes,pre_purge_valve,"Upstream bank 1, healthy and fast: clean transitions in well under a second, tracking the commanded dither with the small overshoot expected from transport delay. 5 screenshots.",[169]
PART2-0121,2026-09-04,unknown,unknown,graph_paired,O2S1 air:fuel,Oxygen sensor 1 Wide Range Equivalence ratio,unknown,unknown,idle,warm,unknown,off,unknown,14.65,unknown,unknown,unknown,AFR,app_minmaxavg,no,pre_purge_valve,Average quoted in the bank-comparison table at [171]. Averages of this kind come from the app's session-cumulative Avg field.,[171]
PART2-0122,2026-09-04,unknown,unknown,graph_paired,O2S1 air:fuel,Oxygen sensor 1 Wide Range Equivalence ratio,unknown,unknown,idle,warm,unknown,off,unknown,unknown,14.41,15.05,unknown,AFR,app_minmaxavg,no,pre_purge_valve,"Per-window figures restated in the compaction summary: min 14.41-14.45, avg 14.64-14.67, max 14.95-15.05.",[173]
PART2-0123,2026-09-04,unknown,unknown,graph_paired,O2S5 air:fuel,Oxygen sensor 5 Wide Range Equivalence ratio,PART2-0128,unknown,idle,warm,unknown,off,unknown,unknown,14.35,15.23,0.88,AFR,curve_read,yes,pre_purge_valve,"Upstream bank 2, identical in character to bank 1: same period, same clean fast transitions. 7 screenshots.",[171]
PART2-0124,2026-09-04,unknown,unknown,graph_paired,O2S5 air:fuel,Oxygen sensor 5 Wide Range Equivalence ratio,unknown,unknown,idle,warm,unknown,off,unknown,14.68,14.66,14.70,unknown,AFR,app_minmaxavg,no,pre_purge_valve,Average range quoted across the windows (14.66-14.70); the single figure 14.68 is used in the bank-comparison table.,[171]
PART2-0125,2026-09-04,unknown,4:32,graph_paired,O2S5 air:fuel,Oxygen sensor 5 Wide Range Equivalence ratio,PART2-0126,unknown,idle,warm,unknown,off,715,unknown,14.12,15.23,unknown,AFR,curve_read,yes,pre_purge_valve,"Excursion to 15.23/14.12 caused by an rpm spike to 715 - a transient, not sensor behaviour.",[171]
PART2-0126,2026-09-04,unknown,4:32,graph_paired,Engine RPM,Engine RPM,PART2-0125,unknown,idle,warm,unknown,off,unknown,715,unknown,unknown,unknown,rpm,curve_read,yes,pre_purge_valve,RPM spike coincident with the O2S5 excursion.,[171]
PART2-0127,2026-09-04,unknown,unknown,graph_paired,O2S5 air:fuel,Oxygen sensor 5 Wide Range Equivalence ratio,unknown,unknown,idle,warm,unknown,off,unknown,unknown,14.35,15.23,unknown,AFR,app_minmaxavg,no,pre_purge_valve,"Per-window figures restated in the compaction summary: min 14.35-14.43, avg 14.66-14.70, max 15.01-15.23.",[173]
PART2-0128,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART2-0123,unknown,idle,warm,unknown,off,unknown,unknown,616,679,63,rpm,app_minmaxavg,no,pre_purge_valve,"RPM in the O2S5 windows, restated in the compaction summary: 616-679, avg 647-657.",[173]
PART2-0129,2026-09-04,12:48-12:51,21:20-23:55,graph_paired,Short term fuel % trim - Bank 2,Short term fuel % trim - Bank 2,unknown,unknown,idle,warm,unknown,off,unknown,3.5,3.13,3.91,0.78,%,curve_read,yes,pre_purge_valve,"Rock-consistent across all nine windows: steps between the adjacent quantisation codes 3.13 and 3.91, so the true value is about +3.5 %. Excursions to 5.47 and 6.25, dips to 1.56.",[179]
PART2-0130,2026-09-04,12:48-12:51,21:20-23:55,graph_paired,Short term fuel % trim - Bank 2,Short term fuel % trim - Bank 2,unknown,unknown,idle,warm,unknown,off,unknown,6.25,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,Highest excursion seen in the nine windows.,[179]
PART2-0131,2026-09-04,12:48-12:51,21:20-23:55,graph_paired,Short term fuel % trim - Bank 2,Short term fuel % trim - Bank 2,unknown,unknown,idle,warm,unknown,off,unknown,5.47,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,Second excursion value quoted.,[179]
PART2-0132,2026-09-04,12:48-12:51,21:20-23:55,graph_paired,Short term fuel % trim - Bank 2,Short term fuel % trim - Bank 2,unknown,unknown,idle,warm,unknown,off,unknown,1.56,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,Lowest dip quoted.,[179]
PART2-0133,2026-09-04,12:48-12:51,21:20-23:55,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,unknown,unknown,idle,warm,unknown,off,unknown,0,-0.9,1.6,2.5,%,curve_read,yes,pre_purge_valve,"Bank 1 baseline restated at [179] for comparison, taken from the earlier Set A session - NOT captured in the same window as bank 2. The assistant later ruled this cross-session comparison inadmissible.",[179]
PART2-0134,2026-09-04,12:48-12:51,21:20-23:55,calculation,n/a,Graph axis width (settled),unknown,unknown,idle,warm,unknown,off,unknown,15,unknown,unknown,unknown,s,curve_read,yes,pre_purge_valve,"Graph clock ran 21:20 -> 23:55 (2 min 35 s) while the phone clock ran 12:48 -> 12:51 (~3 min). Axis is MM:SS, gridlines 5 s, screen ~15 s wide. Settles the timebase question by two independent clocks.",[179]
