time,"A/C pressure (kPa)","Air:fuel ratio ()","Average speed (km/h)","Calculated engine load value (%)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Gear (AT) ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Knock retard (°)","Lambda ()","Learned octane ()","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Power from MAF (hp)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Throttle position (%)","Throttle Position Actually (°)","Timing advance (°)","Variable camshaft actual advance #1 (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
03:14:25.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:25.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:25.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:25.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:25.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:25.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:25.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:25.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:25.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:25.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:25.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,
03:14:25.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,
03:14:25.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:25.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:25.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:25.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:25.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:25.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:26.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:26.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:27.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:27.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:27.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:27.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:27.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:27.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:27.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:27.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:27.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:27.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:27.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:27.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:27.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:27.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:27.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:27.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:27.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:27.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:28.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:28.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.810,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:28.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:28.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:28.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:29.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:29.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:29.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:29.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:29.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:29.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:29.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:29.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:29.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:29.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:29.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:29.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:29.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:29.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:30.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:30.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:30.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:30.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:30.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:30.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:30.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:30.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:30.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:30.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:30.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:30.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03:14:30.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:30.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:30.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:30.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:30.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:30.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:31.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:31.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:31.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:31.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:31.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:31.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:31.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:31.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:31.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:31.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:31.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:31.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:31.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:31.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:31.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:31.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:31.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:32.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:32.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:32.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:32.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:32.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:32.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:32.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:32.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:32.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:32.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,
03:14:32.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:32.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:32.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:32.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:32.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:32.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:33.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:33.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:33.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:33.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:33.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:33.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:33.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:33.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:33.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:33.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,
03:14:33.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
03:14:33.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,
03:14:33.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
